category,mod,version,option
5.16.1 JEWELRY,Ave's 3DNPC Jewelry Replacer - LOTD Patch,1.0.1,Not Graphics Only
5.16.1 JEWELRY,Iconic's Remastered Paragon Gems [2K],1.4,Always Install
5.16.1 JEWELRY,Iconic's Remastered Paragon Gems - Particle Light Patch,1.2,Always Install
5.16.1 JEWELRY,ElSopa Glorious HD Amulets Quality,1.0,Always Install
5.16.1 JEWELRY,Elder Council Amulet Replacer [2K],1.2,Always Install
5.16.1 JEWELRY,JS Unique Utopia Standalone - Rings,1.1,Always Install
5.16.1 JEWELRY,Nolvus Awakening Jewelry Patch,6.0.7,Not Graphics Only
5.16.1 JEWELRY,Nolvus Awakening Jewelry Patch - GO,6.0.19,Graphics Only
5.16.2 CLUTTERS,Forgotten Retex Project,8.3,Always Install
5.16.2 CLUTTERS,Rustic Clutter Collection,1.0,Always Install
5.16.2 CLUTTERS,Rudy HQ - Miscellaneous,1.02,Always Install
5.16.2 CLUTTERS,Skyrim Food Expansion,2.1,Always Install
5.16.2 CLUTTERS,Skyrim Food Expansion - Patches Collection,2.1,Not Graphics Only
5.16.2 CLUTTERS,Skyrim Food Expansion - Patches Collection - GO,3.0.0,Graphics Only
5.16.2 CLUTTERS,Glazed Pottery HD [2K],1.2,Always Install
5.16.2 CLUTTERS,Glazed Pottery HD - Xtudo Optimized Textures,1.1,Always Install
5.16.2 CLUTTERS,Skyrim 3D Misc - Butterchurn,1.0.1,Always Install
5.16.2 CLUTTERS,Skyrim 3D Misc - Chopping Block and Axe,1.0,Always Install
5.16.2 CLUTTERS,Skyrim 3D Misc - Mammoth Cheese,1.0.1,Always Install
5.16.2 CLUTTERS,Skyrim 3D Misc - Traps,1.0,Always Install
5.16.2 CLUTTERS,Medieval Candlehorns and Sconces,2.0,Always Install
5.16.2 CLUTTERS,SD's Horn Candles [2K],1.0,Always Install
5.16.2 CLUTTERS,Rally's Nord War Horns,1.2,Always Install
5.16.2 CLUTTERS,Rudification - Rudy Candles Expanded,1.14,Always Install
5.16.2 CLUTTERS,Burned Book,1.0,Always Install
5.16.2 CLUTTERS,Retexture for The Scroll,2.5.3,Always Install
5.16.2 CLUTTERS,Ingredients,6.0,Always Install
5.16.2 CLUTTERS,Eerie Ectoplasm,1.0,Always Install
5.16.2 CLUTTERS,Surreal Spriggan Sap,1.0,Always Install
5.16.2 CLUTTERS,Dusty Vampire Dust,1.0,Always Install
5.16.2 CLUTTERS,Freezing Cold Frost Salts,1.0,Always Install
5.16.2 CLUTTERS,Volatile Void Salts,1.0,Always Install
5.16.2 CLUTTERS,JS Bloodstone Chalice [2K],1.02,Always Install
5.16.2 CLUTTERS,JS Initiate's Ewer [2K],1.1,Always Install
5.16.2 CLUTTERS,JS Essence Extractor [2K],1.1,Always Install
5.16.2 CLUTTERS,JS Dwarven Oil [2K],1.0,Always Install
5.16.2 CLUTTERS,JS Dwemer Kitchenware [2K],1.0,Always Install
5.16.2 CLUTTERS,JS Dwemer Ichor Barrels [2K],1.01,Always Install
5.16.2 CLUTTERS,JS Torture Tools [2K],1.0,Always Install
5.16.2 CLUTTERS,JS Embalming Tools [2K],1.0,Always Install
5.16.2 CLUTTERS,Arcs Tankard [2K],1.0,Always Install
5.16.2 CLUTTERS,Arcs Kitchen [2K],2.0,Always Install
5.16.2 CLUTTERS,Arc's MeadBarrel [2K],2.0,Always Install
5.16.2 CLUTTERS,Arc's Kettle [2K],1.0,Always Install
5.16.3 STATUES & SHRINES,Stunning Statues of Skyrim,1.5,Always Install
5.16.3 STATUES & SHRINES,LeanWolf's Better-Shaped Talos with Greatsword,1.3,Always Install
5.16.3 STATUES & SHRINES,JS Shrines of the Divines [2K],1.3,Always Install
5.16.3 STATUES & SHRINES,JS Shrines of the Divines - HD Glaze [2K],1.4,Always Install
5.16.3 STATUES & SHRINES,Statue of Sithis [2K],1.0,Always Install
5.16.3 STATUES & SHRINES,Daedric Shrines - Boethia [2K],1.03,Always Install
5.16.3 STATUES & SHRINES,Daedric Shrines - Clavicus Vile [2K],1.03,Always Install
5.16.3 STATUES & SHRINES,Daedric Shrines - Mephala [2K],1.02,Always Install
5.16.3 STATUES & SHRINES,Daedric Shrines - Peryite [2K],1.0,Always Install
5.16.3 STATUES & SHRINES,Daedric Shrines - Hircine [2K],1.03,Always Install
5.16.3 STATUES & SHRINES,Daedric Shrines - Hircine - Moon and Star Patch,1.0,Not Graphics Only
5.16.3 STATUES & SHRINES,Daedric Shrines - Sanguine [2K],1.01,Always Install
5.16.3 STATUES & SHRINES,Daedric Shrines - Sheogorath [2K],1.0,Always Install
5.16.3 STATUES & SHRINES,Daedric Shrines - Malacath [2K],1.0,Always Install
5.16.3 STATUES & SHRINES,Daedric Shrines - Namira [2K],1.01,Always Install
5.16.3 STATUES & SHRINES,Daedric Shrines - Nocturnal [2K],1.0,Always Install
5.16.3 STATUES & SHRINES,Daedric Shrines - Molag Bal [2K],1.0,Always Install
5.16.3 STATUES & SHRINES,Daedric Shrines - Vaermina [2K],1.01,Always Install
5.16.3 STATUES & SHRINES,Daedric Shrines - Hermaeus Mora [2K],1.0,Always Install
5.16.3 STATUES & SHRINES,Daedric Shrines - Azura [2K],1.0,Always Install
5.16.3 STATUES & SHRINES,Daedric Shrines - Azura - Moon and Star Patch,3.6,Not Graphics Only
5.16.3 STATUES & SHRINES,Daedric Shrines - Mehrunes Dagon [2K],1.0,Always Install
5.16.3 STATUES & SHRINES,Daedric Shrines - Meridia [2K],1.01,Always Install
5.16.3 STATUES & SHRINES,Daedric Shrines - Jyggalag [2K],1.0,Always Install
5.16.3 STATUES & SHRINES,Daedric Shrines - Jyggalag - Fixes,1.1,Always Install
5.16.3 STATUES & SHRINES,Rally's Solstheim Shrines [2K],1.1,Always Install
5.16.3 STATUES & SHRINES,Mundus Standing Stones,3.0,Always Install
5.16.3 STATUES & SHRINES,Mundus Standing Stones - ENB Light Patch,1.2,Always Install
5.16.3 STATUES & SHRINES,Sovngarde Watcher Retexture [2K],1.0,Always Install
5.16.4 COLLECTABLES,Skyrim Unique Treasures,4.6,Not Graphics Only
5.16.4 COLLECTABLES,Skyrim Unique Treasures - Artifact Immersion Patch,1.0,Not Graphics Only
5.16.4 COLLECTABLES,Snazzy - Skyrims Unique Treasures,1.1,Not Graphics Only
5.16.4 COLLECTABLES,Snazzy - Skyrims Unique Treasures - LOTD Patch,1.0,Not Graphics Only
5.16.4 COLLECTABLES,Oblivion Artifact,3.0,Not Graphics Only
5.16.4 COLLECTABLES,Oblivion Artifact - Hot Fix,3.0,Not Graphics Only
5.16.4 COLLECTABLES,Oblivion Artifact - Cleaned and Upscaled Textures,1.1,Not Graphics Only
5.16.4 COLLECTABLES,Oblivion Artifact - Misc Fixes,1.0,Not Graphics Only
5.16.4 COLLECTABLES,Additional Hearthfire Dolls,3.0,Not Graphics Only
5.16.4 COLLECTABLES,Additional Hearthfire Dolls - Small Fixes,1.1,Not Graphics Only
5.16.4 COLLECTABLES,Additional Hearthfire Dolls - Small Fixes - LOTD Patch,1.1,Not Graphics Only
5.16.4 COLLECTABLES,Additional Hearthfire Dolls - Relocate Markarth Guard Doll,1.0,Not Graphics Only
5.16.4 COLLECTABLES,Artifacts - The Tournament of the Ten Bloods [2K],2.1,Not Graphics Only
5.16.4 COLLECTABLES,Artifacts - The Tournament of the Ten Bloods - Sounds Fix,2.1.1,Not Graphics Only
5.16.4 COLLECTABLES,Artifacts - The Tournament of the Ten Bloods - Creation Club Patch,1.1,Not Graphics Only
5.16.4 COLLECTABLES,Bad Gremlins Collection,1.0,Not Graphics Only
5.16.4 COLLECTABLES,Fossil Mining,3.2,Not Graphics Only
5.16.4 COLLECTABLES,Fossil Mining - Map Markers,1.11,Not Graphics Only
5.16.4 COLLECTABLES,New Treasure Hunt,1.83,Not Graphics Only
5.16.4 COLLECTABLES,New Treasure Hunt - SR Exterior Cities Patch,6.0,"SREX, Not Graphics Only"
5.16.4 COLLECTABLES,Treasure Hunter,1.2.1,Not Graphics Only
5.16.4 COLLECTABLES,Treasure Hunter - Clean Patch,1.0,Not Graphics Only
5.16.4 COLLECTABLES,Skyshards,1.6,Not Graphics Only
5.16.4 COLLECTABLES,Skyshards - ENB Light Addon,1.0,Not Graphics Only
5.16.4 COLLECTABLES,Skyshards - Tweaks,1.0,Not Graphics Only
5.16.4 COLLECTABLES,Skyshards - Tweaks - Lite Mode,1.0,Not Graphics Only
5.16.4 COLLECTABLES,Skyshards - Tweaks - No Book,1.0,Not Graphics Only
5.16.4 COLLECTABLES,Skyshards - Tweaks - The Great City of Winterhold Patch,1.0,Not Graphics Only
5.16.4 COLLECTABLES,Skyshards - Tweaks - Ryn's Bleakwin Basin Patch,1.0,"Not Redux, Not Graphics Only"
5.16.4 COLLECTABLES,Skyshards - Tweaks - Ryn's KarthSpire Patch,1.0,Not Graphics Only
5.16.4 COLLECTABLES,Nolvus Awakening Collectables Patch,6.0.21,Not Graphics Only
5.16.5 MISC MODELS,CC's Enhanced Ore Veins [2K],9.0.1,Always Install
5.16.5 MISC MODELS,CC's HD Dwemer Automatons - Remastered [2K],1.0,Always Install
5.16.5 MISC MODELS,Dwemer Pipework Reworked,5.0,Always Install
5.16.5 MISC MODELS,Improved Dwemer Glass,1.1,Always Install
5.16.5 MISC MODELS,Dwemer Tech Glowmapped,2.2,Always Install
5.16.5 MISC MODELS,Dwemer Tech Glowmapped - ENB Light,2.0,Always Install
5.16.5 MISC MODELS,JS Dwemer Puzzle Cube,1.0,Always Install
5.16.5 MISC MODELS,JS Dwemer Puzzle Cube - Glowmapped,1.0,Always Install
5.16.5 MISC MODELS,JS Dwemer Control Cube,1.0,Always Install
5.16.5 MISC MODELS,JS Dwemer Control Cube - Glowmapped,1.0,Always Install
5.16.5 MISC MODELS,JS Dwemer Artifacts,1.1,Always Install
5.16.5 MISC MODELS,JS Dwemer Artifacts - Glowmapped,1.0,Always Install
5.16.5 MISC MODELS,JS Attunement Sphere and Lexicons,1.01,Always Install
5.16.5 MISC MODELS,JS Attunement Sphere and Lexicons - Glowmapped,1.0,Always Install
5.16.5 MISC MODELS,JS Instruments of Skyrim,1.1,Always Install
5.16.5 MISC MODELS,Dwemer Tech Glowmapped - ENB Light - John Skyrim Patch,1.0,Always Install
5.16.5 MISC MODELS,ElSopa HD - Dirt Blast [2K],1.0,Always Install
5.16.5 MISC MODELS,ElSopa HD - Keys Redone [2K],1.0,Always Install
5.16.5 MISC MODELS,ElSopa HD - Giant Mortars Redone [2K],1.0,Always Install
5.16.5 MISC MODELS,ElSopa HD - Meridias Beacon [2K],1.0,Always Install
5.16.5 MISC MODELS,ElSopa HD - Briarheart,1.0,Always Install
5.16.5 MISC MODELS,ElSopa HD - Skeleton Key,1.0,Always Install
5.16.5 MISC MODELS,WiZkiD Carriages [2K],1.3,Always Install
5.16.5 MISC MODELS,Market Stalls Animated,1.2,Always Install
5.16.5 MISC MODELS,Vendor Carts - Animated,1.1,Always Install
5.16.5 MISC MODELS,Small Nordic Tent - Animated,1.0.1,Always Install
5.16.5 MISC MODELS,Large Nordic Tent - Animated,1.0.1,Always Install
5.16.5 MISC MODELS,Imperial Tents - Animated,1.0,Always Install
5.16.5 MISC MODELS,Imperial Tents [2K],1.3,Always Install
5.16.5 MISC MODELS,Falmer Huts - Animated,2.0,Always Install
5.16.5 MISC MODELS,Hagraven Houses - Animated,2.0.1,Always Install
5.16.5 MISC MODELS,Northern Roads Tents - Animated,1.2,Always Install
5.16.5 MISC MODELS,Skyland Imperial and Nordic Tents - Canopy,1.7,Always Install
5.16.5 MISC MODELS,JS Purses and Septims [2K],1.2,Always Install
5.16.5 MISC MODELS,JS Dragon Claws AE Anniversary Edition [2K],1.3,Not Graphics Only
5.16.5 MISC MODELS,JS Dragon Claws AE Anniversary Edition [2K] - GO,1.32,Graphics Only
5.16.5 MISC MODELS,Unique Skulls HD [2K],1.1,Not Graphics Only
5.16.5 MISC MODELS,Unique Skulls HD [2K] - GO,1.1,Graphics Only
5.16.5 MISC MODELS,Unique Skulls HD - Weapons Armor Clothing and Clutter Fixes Patch,1.0,Always Install
5.16.5 MISC MODELS,Metallurgy - Ingots Ore and Veins,1.3,Always Install
5.16.5 MISC MODELS,Metallurgy - Ingots Ore and Veins - Wyrmstooth Patch,1.0,Not Graphics Only
5.16.5 MISC MODELS,Apophysis Dragon Priest Masks,1.11,Always Install
5.16.5 MISC MODELS,Awesome Potions Simplified,2.1,Always Install
5.16.5 MISC MODELS,Morrowind Style Skooma Bottle,2,Always Install
5.16.5 MISC MODELS,Multilayer Parallax Soul Gems,1.0,Always Install
5.16.5 MISC MODELS,Multilayer Parallax Soul Gems - Immersive Sounds Compendium Patch,1.0,Not Graphics Only
5.16.5 MISC MODELS,DeviantKaled's Nord Ship Texture Replacers,1.1,Always Install
5.16.5 MISC MODELS,Frankly HD Dragonbones,1.0,Always Install
5.16.5 MISC MODELS,Renthal's Workbench,1.4,Always Install
5.16.5 MISC MODELS,Renthal's Tanningrack,1.0,Always Install
5.16.5 MISC MODELS,High Poly Project,5.3,Not Graphics Only
5.16.5 MISC MODELS,High Poly Project - GO,v5.3,Graphics Only
5.16.5 MISC MODELS,High Poly Project - Fixes,1.01,Always Install
5.16.5 MISC MODELS,Gorecap,2.2,Always Install
5.16.5 MISC MODELS,More Bloodshed,1.0,Always Install
5.16.5 MISC MODELS,ElSopa - HD Better Bloody Rags [2K],1.0,Always Install
5.16.5 MISC MODELS,HQ Puddle,1.0,Always Install
5.16.5 MISC MODELS,Jabber's Archery Targets,1.0,Always Install
5.16.5 MISC MODELS,Salmon Roe Replacer,1.1,Always Install
5.16.5 MISC MODELS,Rustic Maps,2.0,Always Install
5.16.5 MISC MODELS,Stalhrim Source [2K],3.1,Always Install
5.16.5 MISC MODELS,Stalhrim Source - ENB Light Patch,1.3,Always Install
5.16.5 MISC MODELS,Legacy of the Dragonborn Museum Dome Improved,0.2,Not Graphics Only
5.16.5 MISC MODELS,Legacy of the Dragonborn Dome Retexture,1.0,Not Graphics Only
5.16.5 MISC MODELS,Legacy of the Dragonborn - SMIM Chests,0.3,Not Graphics Only
